Id 	Name 	Group 	Rows 	Cols 	Nonzeros 	Kind 	Date 	
756 	barth5 	Nasa 	15,606 	15,606 	61,484 	Duplicate Structural Problem 	1995 	
49 	bcsstk27 	HB 	1,224 	1,224 	56,126 	Structural Problem 	1984 	
77 	bcsstm27 	HB 	1,224 	1,224 	56,126 	Structural Problem 	1984 	
2245 	TSOPF_RS_b9_c6 	TSOPF 	7,224 	7,224 	54,082 	Power Network Problem 	2009 	
1178 	lock1074 	HB 	1,074 	1,074 	51,588 	Structural Problem 	1980 	
2468 	delaunay_n13 	DIMACS10 	8,192 	8,192 	49,094 	Undirected Graph 	2011 	
349 	bcsstm39 	Boeing 	46,772 	46,772 	46,772 	Structural Problem 	1995 	
865 	barth 	Pothen 	6,691 	6,691 	46,187 	Structural Problem 	2003 	
2256 	TS 	MathWorks 	2,142 	2,142 	45,262 	Counter Example Problem 	2009 	
45 	bcsstk23 	HB 	3,134 	3,134 	45,178 	Structural Problem 	1984 	
359 	msc01440 	Boeing 	1,440 	1,440 	44,998 	Structural Problem 	1995 	
866 	barth4 	Pothen 	6,019 	6,019 	40,965 	Structural Problem 	2003 	
363 	nasa1824 	Boeing 	1,824 	1,824 	39,208 	Duplicate Structural Problem 	1995 	
757 	nasa1824 	Nasa 	1,824 	1,824 	39,208 	Structural Problem 	1995 	
1866 	Chebyshev3 	Muite 	4,101 	4,101 	36,879 	Structural Problem 	2007 	
357 	msc00726 	Boeing 	726 	726 	34,518 	Structural Problem 	1995 	
34 	bcsstk12 	HB 	1,473 	1,473 	34,241 	Duplicate Structural Problem 	1982 	
33 	bcsstk11 	HB 	1,473 	1,473 	34,241 	Structural Problem 	1982 	
871 	commanche_dual 	Pothen 	7,920 	7,920 	31,680 	Structural Problem 	2003 	
1911 	plbuckle 	TKK 	1,282 	1,282 	30,644 	Structural Problem 	2008 	
48 	bcsstk26 	HB 	1,922 	1,922 	30,336 	Structural Problem 	1984 	
2522 	data 	DIMACS10 	2,851 	2,851 	30,186 	Undirected Graph 	2000 	
2827 	ACTIVSg2000 	TAMU_SmartGridCenter 	4,000 	4,000 	28,505 	Power Network Problem 	2018 	
43 	bcsstk21 	HB 	3,600 	3,600 	26,600 	Structural Problem 	1984 	
754 	barth 	Nasa 	6,691 	6,691 	26,439 	Duplicate Structural Problem 	1995 	
358 	msc01050 	Boeing 	1,050 	1,050 	26,198 	Structural Problem 	1995 	
2230 	TSOPF_FS_b9_c1 	TSOPF 	2,454 	2,454 	25,032 	Power Network Problem 	2009 	
120 	dwt_2680 	HB 	2,680 	2,680 	25,026 	Structural Problem 	1980 	
2467 	delaunay_n12 	DIMACS10 	4,096 	4,096 	24,528 	Undirected Graph 	2011 	
344 	bcsstm34 	Boeing 	588 	588 	24,270 	Structural Problem 	1995 	
755 	barth4 	Nasa 	6,019 	6,019 	23,492 	Duplicate Structural Problem 	1995 	
250 	sstmodel 	HB 	3,345 	3,345 	22,749 	Structural Problem 	1983 	
1181 	lock_700 	HB 	700 	700 	22,175 	Structural Problem 	1980 	
65 	bcsstm10 	HB 	1,086 	1,086 	22,092 	Structural Problem 	1982 	
32 	bcsstk10 	HB 	1,086 	1,086 	22,070 	Structural Problem 	1982 	
339 	bcsstk34 	Boeing 	588 	588 	21,418 	Structural Problem 	1995 	
345 	bcsstm35 	Boeing 	30,237 	30,237 	20,619 	Structural Problem 	1995 	
67 	bcsstm12 	HB 	1,473 	1,473 	19,659 	Structural Problem 	1982 	
1865 	Chebyshev2 	Muite 	2,053 	2,053 	18,447 	Structural Problem 	2007 	
31 	bcsstk09 	HB 	1,083 	1,083 	18,437 	Structural Problem 	1982 	
139 	dwt_992 	HB 	992 	992 	16,744 	Structural Problem 	1980 	
219 	nos3 	HB 	960 	960 	15,844 	Structural Problem 	1982 	
347 	bcsstm37 	Boeing 	25,503 	25,503 	15,525 	Structural Problem 	1995 	
75 	bcsstm25 	HB 	15,439 	15,439 	15,439 	Structural Problem 	1984 	
81 	blckhole 	HB 	2,132 	2,132 	14,872 	Structural Problem 	1983 	
2531 	uk 	DIMACS10 	4,824 	4,824 	13,674 	Undirected Graph 	2000 	
30 	bcsstk08 	HB 	1,074 	1,074 	12,960 	Structural Problem 	1982 	
92 	can_1072 	HB 	1,072 	1,072 	12,444 	Structural Problem 	1981 	
2466 	delaunay_n11 	DIMACS10 	2,048 	2,048 	12,254 	Undirected Graph 	2011 	
91 	can_1054 	HB 	1,054 	1,054 	12,196 	Structural Problem 	1981 	
710 	lpi_cplex1 	LPnetlib 	3,005 	5,224 	10,947 	Linear Programming Problem 	1993 	
1327 	rotor2 	Morandini 	791 	791 	10,685 	Structural Problem 	2006 	
348 	bcsstm38 	Boeing 	8,032 	8,032 	10,485 	Structural Problem 	1995 	
112 	dwt_1242 	HB 	1,242 	1,242 	10,426 	Structural Problem 	1980 	
107 	can_838 	HB 	838 	838 	10,010 	Structural Problem 	1981 	
110 	dwt_1005 	HB 	1,005 	1,005 	8,621 	Structural Problem 	1980 	
111 	dwt_1007 	HB 	1,007 	1,007 	8,575 	Structural Problem 	1980 	
28 	bcsstk06 	HB 	420 	420 	7,860 	Structural Problem 	1982 	
29 	bcsstk07 	HB 	420 	420 	7,860 	Duplicate Structural Problem 	1982 	
137 	dwt_878 	HB 	878 	878 	7,448 	Structural Problem 	1980 	
138 	dwt_918 	HB 	918 	918 	7,384 	Structural Problem 	1980 	
135 	dwt_869 	HB 	869 	869 	7,285 	Structural Problem 	1980 	
62 	bcsstm07 	HB 	420 	420 	7,252 	Structural Problem 	1982 	
104 	can_634 	HB 	634 	634 	7,228 	Structural Problem 	1981 	
41 	bcsstk19 	HB 	817 	817 	6,853 	Structural Problem 	1984 	
105 	can_715 	HB 	715 	715 	6,665 	Structural Problem 	1981 	
2465 	delaunay_n10 	DIMACS10 	1,024 	1,024 	6,112 	Undirected Graph 	2011 	
127 	dwt_503 	HB 	503 	503 	6,027 	Structural Problem 	1980 	
134 	dwt_758 	HB 	758 	758 	5,994 	Structural Problem 	1980 	
221 	nos5 	HB 	468 	468 	5,172 	Structural Problem 	1982 	
131 	dwt_607 	HB 	607 	607 	5,131 	Structural Problem 	1980 	
130 	dwt_592 	HB 	592 	592 	5,104 	Structural Problem 	1980 	
24 	bcsstk02 	HB 	66 	66 	4,356 	Structural Problem 	1982 	
218 	nos2 	HB 	957 	957 	4,137 	Structural Problem 	1982 	
101 	can_445 	HB 	445 	445 	3,809 	Structural Problem 	1981 	
26 	bcsstk04 	HB 	132 	132 	3,648 	Structural Problem 	1982 	
71 	bcsstm21 	HB 	3,600 	3,600 	3,600 	Structural Problem 	1984 	
125 	dwt_419 	HB 	419 	419 	3,563 	Structural Problem 	1980 	
74 	bcsstm24 	HB 	3,562 	3,562 	3,562 	Structural Problem 	1984 	
128 	dwt_512 	HB 	512 	512 	3,502 	Structural Problem 	1980 	
114 	dwt_193 	HB 	193 	193 	3,493 	Structural Problem 	1980 	
123 	dwt_346 	HB 	346 	346 	3,226 	Structural Problem 	1980 	
126 	dwt_492 	HB 	492 	492 	3,156 	Structural Problem 	1980 	
42 	bcsstk20 	HB 	485 	485 	3,135 	Structural Problem 	1984 	
73 	bcsstm23 	HB 	3,134 	3,134 	3,134 	Structural Problem 	1984 	
99 	can_268 	HB 	268 	268 	3,082 	Structural Problem 	1981 	
124 	dwt_361 	HB 	361 	361 	2,953 	Structural Problem 	1980 	
98 	can_256 	HB 	256 	256 	2,916 	Structural Problem 	1981 	
728 	lpi_reactor 	LPnetlib 	318 	808 	2,591 	Linear Programming Problem 	1993 	
100 	can_292 	HB 	292 	292 	2,540 	Structural Problem 	1981 	
121 	dwt_307 	HB 	307 	307 	2,523 	Structural Problem 	1980 	
206 	lund_a 	HB 	147 	147 	2,449 	Structural Problem 	1974 	
122 	dwt_310 	HB 	310 	310 	2,448 	Structural Problem 	1980 	
207 	lund_b 	HB 	147 	147 	2,441 	Structural Problem 	1974 	
27 	bcsstk05 	HB 	153 	153 	2,423 	Structural Problem 	1982 	
1864 	Chebyshev1 	Muite 	261 	261 	2,319 	Structural Problem 	2007 	
875 	mesh2e1 	Pothen 	306 	306 	2,018 	Structural Problem 	2003 	
876 	mesh2em5 	Pothen 	306 	306 	2,018 	Structural Problem 	2003 	
76 	bcsstm26 	HB 	1,922 	1,922 	1,922 	Structural Problem 	1984 	
884 	sphere3 	Pothen 	258 	258 	1,794 	Structural Problem 	2003 	
96 	can_229 	HB 	229 	229 	1,777 	Structural Problem 	1981 	
116 	dwt_209 	HB 	209 	209 	1,743 	Structural Problem 	1980 	
727 	lpi_qual 	LPnetlib 	323 	464 	1,646 	Linear Programming Problem 	1993 	
730 	lpi_vol1 	LPnetlib 	323 	464 	1,646 	Linear Programming Problem 	1993 	
117 	dwt_221 	HB 	221 	221 	1,629 	Structural Problem 	1980 	
729 	lpi_refinery 	LPnetlib 	323 	464 	1,626 	Linear Programming Problem 	1993 	
709 	lpi_chemcom 	LPnetlib 	288 	744 	1,590 	Linear Programming Problem 	1993 	
95 	can_187 	HB 	187 	187 	1,491 	Structural Problem 	1981 	
66 	bcsstm11 	HB 	1,473 	1,473 	1,473 	Structural Problem 	1982 	
119 	dwt_245 	HB 	245 	245 	1,461 	Structural Problem 	1980 	
115 	dwt_198 	HB 	198 	198 	1,392 	Structural Problem 	1980 	
94 	can_161 	HB 	161 	161 	1,377 	Structural Problem 	1981 	
877 	mesh3e1 	Pothen 	289 	289 	1,377 	Structural Problem 	2003 	
878 	mesh3em5 	Pothen 	289 	289 	1,377 	Structural Problem 	2003 	
93 	can_144 	HB 	144 	144 	1,296 	Structural Problem 	1981 	
711 	lpi_cplex2 	LPnetlib 	224 	378 	1,215 	Linear Programming Problem 	1993 	
113 	dwt_162 	HB 	162 	162 	1,182 	Structural Problem 	1980 	
64 	bcsstm09 	HB 	1,083 	1,083 	1,083 	Structural Problem 	1982 	
63 	bcsstm08 	HB 	1,074 	1,074 	1,074 	Structural Problem 	1982 	
217 	nos1 	HB 	237 	237 	1,017 	Structural Problem 	1982 	
118 	dwt_234 	HB 	234 	234 	834 	Structural Problem 	1980 	
69 	bcsstm19 	HB 	817 	817 	817 	Structural Problem 	1984 	
108 	can_96 	HB 	96 	96 	768 	Structural Problem 	1981 	
1326 	rotor1 	Morandini 	100 	100 	708 	Structural Problem 	2006 	
273 	will199 	HB 	199 	199 	701 	Structural Problem 	1979 	
44 	bcsstk22 	HB 	138 	138 	696 	Structural Problem 	1984 	
25 	bcsstk03 	HB 	112 	112 	640 	Structural Problem 	1982 	
220 	nos4 	HB 	100 	100 	594 	Structural Problem 	1982 	
102 	can_61 	HB 	61 	61 	557 	Structural Problem 	1981 	
136 	dwt_87 	HB 	87 	87 	541 	Structural Problem 	1980 	
70 	bcsstm20 	HB 	485 	485 	485 	Structural Problem 	1984 	
883 	sphere2 	Pothen 	66 	66 	450 	Structural Problem 	2003 	
61 	bcsstm06 	HB 	420 	420 	420 	Structural Problem 	1982 	
23 	bcsstk01 	HB 	48 	48 	400 	Structural Problem 	1982 	
106 	can_73 	HB 	73 	73 	377 	Structural Problem 	1981 	
2457 	chesapeake 	DIMACS10 	39 	39 	340 	Undirected Graph 	2011 	
132 	dwt_66 	HB 	66 	66 	320 	Structural Problem 	1980 	
874 	mesh1em6 	Pothen 	48 	48 	306 	Structural Problem 	2003 	
872 	mesh1e1 	Pothen 	48 	48 	306 	Structural Problem 	2003 	
873 	mesh1em1 	Pothen 	48 	48 	306 	Structural Problem 	2003 	
129 	dwt_59 	HB 	59 	59 	267 	Structural Problem 	1980 	
133 	dwt_72 	HB 	72 	72 	222 	Structural Problem 	1980 	
103 	can_62 	HB 	62 	62 	218 	Structural Problem 	1981 	
1177 	lap_25 	HB 	25 	25 	169 	Structural Problem 	1980 	
97 	can_24 	HB 	24 	24 	160 	Structural Problem 	1981 	
60 	bcsstm05 	HB 	153 	153 	153 	Structural Problem 	1982 	
72 	bcsstm22 	HB 	138 	138 	138 	Structural Problem 	1984 	
58 	bcsstm03 	HB 	112 	112 	72 	Structural Problem 	1982 	
59 	bcsstm04 	HB 	132 	132 	66 	Structural Problem 	1982 	
57 	bcsstm02 	HB 	66 	66 	66 	Structural Problem 	1982 	
56 	bcsstm01 	HB 	48 	48 	24 	Structural Problem 	1982 	
