Id 	Name 	Group 	Rows 	Cols 	Nonzeros 	Kind 	Date 	Download File
2556 	Chevron2 	Chevron 	90,249 	90,249 	803,173 	2D/3D Problem 	2012 	
2056 	m133-b3 	JGD_Homology 	200,200 	200,200 	800,800 	Combinatorial Problem 	2008 	
2135 	shar_te2-b3 	JGD_Homology 	200,200 	200,200 	800,800 	Combinatorial Problem 	2008 	
2598 	ky2010 	DIMACS10 	161,672 	161,672 	787,778 	Undirected Weighted Graph 	2010 	
2472 	delaunay_n17 	DIMACS10 	131,072 	131,072 	786,352 	Undirected Graph 	2011 	
2534 	HTC_336_4438 	IPSO 	226,340 	226,340 	783,496 	Power Network Problem 	2011 	
2383 	EternityII_A 	Dattorro 	7,362 	150,638 	782,087 	Optimization Problem 	2011 	
2640 	vsp_mod2_pgp2_slptsk 	DIMACS10 	101,364 	101,364 	778,736 	Random Unweighted Graph 	2011 	
2600 	ma2010 	DIMACS10 	157,508 	157,508 	776,610 	Undirected Weighted Graph 	2010 	
1347 	bundle1 	Lourakis 	10,581 	10,581 	770,811 	Computer Graphics/Vision Problem 	2006 	
1321 	dc2 	IBM_EDA 	116,835 	116,835 	766,396 	Subsequent Circuit Simulation Problem 	2005 	
1320 	dc1 	IBM_EDA 	116,835 	116,835 	766,396 	Circuit Simulation Problem Sequence 	2005 	
1322 	dc3 	IBM_EDA 	116,835 	116,835 	766,396 	Subsequent Circuit Simulation Problem 	2005 	
749 	lhr34c 	Mallya 	35,152 	35,152 	764,014 	Chemical Process Simulation Problem 	1997 	
2535 	HTC_336_9129 	IPSO 	226,340 	226,340 	762,969 	Power Network Problem 	2011 	
924 	Andrews 	Andrews 	60,000 	60,000 	760,154 	Computer Graphics/Vision Problem 	2003 	
1230 	copter2 	GHS_indef 	55,476 	55,476 	759,952 	Computational Fluid Dynamics Problem 	2004 	
1256 	copter2 	GHS_psdef 	55,476 	55,476 	759,952 	Duplicate Computational Fluid Dynamics Problem 	2004 	
1324 	trans5 	IBM_EDA 	116,835 	116,835 	749,800 	Subsequent Circuit Simulation Problem 	2005 	
1323 	trans4 	IBM_EDA 	116,835 	116,835 	749,800 	Circuit Simulation Problem Sequence 	2005 	
1855 	Baumann 	Watson 	112,211 	112,211 	748,331 	2D/3D Problem 	2007 	
748 	lhr34 	Mallya 	35,152 	35,152 	746,972 	Chemical Process Simulation Problem 	1994 	
1244 	olesnik0 	GHS_indef 	88,263 	88,263 	744,216 	2D/3D Problem 	2004 	
1363 	Si5H12 	PARSEC 	19,896 	19,896 	738,598 	Theoretical/Quantum Chemistry Problem 	2005 	
2426 	brack2 	AG-Monien 	62,631 	62,631 	733,118 	2D/3D Problem 	1998 	
2229 	TSOPF_FS_b39_c7 	TSOPF 	28,216 	28,216 	730,080 	Power Network Problem 	2009 	
2129 	n4c6-b6 	JGD_Homology 	104,115 	51,813 	728,805 	Combinatorial Problem 	2008 	
2594 	id2010 	DIMACS10 	149,842 	149,842 	728,264 	Undirected Weighted Graph 	2010 	
1412 	G2_circuit 	AMD 	150,102 	150,102 	726,674 	Circuit Simulation Problem 	2006 	
1394 	pf2177 	Andrianov 	9,728 	9,728 	725,144 	Optimization Problem 	2006 	
765 	nemeth01 	Nemeth 	9,506 	9,506 	725,054 	Theoretical/Quantum Chemistry Problem Sequence 	1999 	
1649 	pds-60 	Mittelmann 	99,431 	336,421 	719,557 	Linear Programming Problem 	1990 	
566 	g7jac200 	Hollinger 	59,310 	59,310 	717,620 	Economic Problem 	2001 	
567 	g7jac200sc 	Hollinger 	59,310 	59,310 	717,620 	Economic Problem 	2001 	
1184 	Pres_Poisson 	ACUSIM 	14,822 	14,822 	715,804 	Computational Fluid Dynamics Problem 	2004 	
1913 	cyl6 	TKK 	13,681 	13,681 	714,241 	Structural Problem 	2008 	
1339 	Zd_Jac3_db 	VanVelzen 	22,835 	22,835 	713,907 	Chemical Process Simulation Problem 	2006 	
2248 	image_interp 	Yoshiyasu 	240,000 	120,000 	711,683 	Computer Graphics/Vision Problem 	2009 	
2258 	thermomech_TK 	Botonakis 	102,158 	102,158 	711,558 	Thermal Problem 	2009 	
2257 	thermomech_TC 	Botonakis 	102,158 	102,158 	711,558 	Thermal Problem 	2009 	
950 	c-64 	Schenk_IBMNA 	51,035 	51,035 	707,985 	Optimization Problem Sequence 	2003 	
1587 	c-64b 	Schenk_IBMNA 	51,035 	51,035 	707,601 	Subsequent Optimization Problem 	2006 	
1229 	c-72 	GHS_indef 	84,064 	84,064 	707,546 	Optimization Problem 	2004 	
2033 	ch7-8-b4 	JGD_Homology 	141,120 	58,800 	705,600 	Combinatorial Problem 	2008 	
2601 	md2010 	DIMACS10 	145,247 	145,247 	700,378 	Undirected Weighted Graph 	2010 	
1819 	nsct 	Meszaros 	23,003 	37,563 	697,738 	Linear Programming Problem Sequence 	2004 	
782 	nemeth18 	Nemeth 	9,506 	9,506 	695,234 	Subsequent Theoretical/Quantum Chemistry Problem 	1999 	
1672 	neos2 	Mittelmann 	132,568 	134,128 	685,087 	Linear Programming Problem 	2005 	
2500 	rgg_n_2_16_s0 	DIMACS10 	65,536 	65,536 	684,254 	Undirected Random Graph 	2011 	
2240 	TSOPF_RS_b39_c19 	TSOPF 	38,098 	38,098 	684,206 	Power Network Problem 	2009 	
1933 	bibd_17_8 	JGD_BIBD 	136 	24,310 	680,680 	Combinatorial Problem 	2008 	
891 	heart2 	Norris 	2,339 	2,339 	680,341 	2D/3D Problem 	2003 	
892 	heart3 	Norris 	2,339 	2,339 	680,341 	2D/3D Problem 	2003 	
1379 	ex3sta1 	Andrianov 	16,782 	16,782 	678,998 	Optimization Problem 	2006 	
1912 	cbuckle 	TKK 	13,681 	13,681 	676,515 	Structural Problem 	2008 	
1337 	Zd_Jac2_db 	VanVelzen 	22,835 	22,835 	676,439 	Chemical Process Simulation Problem 	2006 	
1341 	Zd_Jac6_db 	VanVelzen 	22,835 	22,835 	663,643 	Chemical Process Simulation Problem 	2006 	
2630 	wv2010 	DIMACS10 	135,218 	135,218 	662,922 	Undirected Weighted Graph 	2010 	
1227 	c-70 	GHS_indef 	68,924 	68,924 	658,986 	Optimization Problem 	2004 	
2147 	Trec13 	JGD_Kocay 	1,301 	6,561 	654,517 	Combinatorial Problem 	2008 	
2651 	Delor64K 	ANSYS 	64,719 	1,785,345 	652,140 	Least Squares Problem 	2011 	
2264 	tomographic1 	Clark 	73,159 	59,498 	647,495 	Computer Graphics/Vision Problem 	2009 	
565 	g7jac180sc 	Hollinger 	53,370 	53,370 	641,290 	Economic Problem 	2001 	
564 	g7jac180 	Hollinger 	53,370 	53,370 	641,290 	Economic Problem 	2001 	
1294 	blockqp1 	GHS_indef 	60,012 	60,012 	640,033 	Optimization Problem 	1994 	
2607 	mt2010 	DIMACS10 	132,288 	132,288 	638,668 	Undirected Weighted Graph 	2010 	
781 	nemeth17 	Nemeth 	9,506 	9,506 	629,620 	Subsequent Theoretical/Quantum Chemistry Problem 	1999 	
2609 	nd2010 	DIMACS10 	133,769 	133,769 	625,946 	Undirected Weighted Graph 	2010 	
1226 	c-69 	GHS_indef 	67,458 	67,458 	623,914 	Optimization Problem 	2004 	
51 	bcsstk29 	HB 	13,992 	13,992 	619,488 	Structural Problem 	1986 	
2874 	k49_norm_10NN 	ML_Graph 	38,547 	38,547 	618,158 	Undirected Weighted Graph 	2020 	
2233 	TSOPF_RS_b162_c3 	TSOPF 	15,374 	15,374 	610,299 	Power Network Problem 	2009 	
2221 	TSOPF_FS_b162_c1 	TSOPF 	10,798 	10,798 	608,540 	Power Network Problem 	2009 	
1374 	rajat25 	Rajat 	87,190 	87,190 	606,489 	Circuit Simulation Problem 	2006 	
1377 	rajat28 	Rajat 	87,190 	87,190 	606,489 	Circuit Simulation Problem 	2006 	
647 	lp_osa_30 	LPnetlib 	4,350 	104,374 	604,488 	Linear Programming Problem 	1990 	
1369 	rajat20 	Rajat 	86,916 	86,916 	604,299 	Circuit Simulation Problem 	2006 	
2635 	vsp_bump2_e18_aa01_model1_crew1 	DIMACS10 	56,438 	56,438 	601,602 	Random Unweighted Graph 	2011 	
2134 	shar_te2-b2 	JGD_Homology 	200,200 	17,160 	600,600 	Combinatorial Problem 	2008 	
1671 	neos1 	Mittelmann 	131,581 	133,473 	599,590 	Linear Programming Problem 	2005 	
753 	pfinan512 	Mulvey 	74,752 	74,752 	596,992 	Duplicate Economic Problem 	1997 	
752 	finan512 	Mulvey 	74,752 	74,752 	596,992 	Economic Problem 	1997 	
2792 	sx-askubuntu 	SNAP 	159,316 	159,316 	596,933 	Directed Temporal Multigraph 	2017 	
1997 	GL7d24 	JGD_GL7d 	21,074 	105,054 	593,892 	Combinatorial Problem 	2008 	
2657 	LeGresley_87936 	LeGresley 	87,936 	87,936 	593,276 	Power Network Problem 	2013 	
55 	bcsstk33 	HB 	8,738 	8,738 	591,904 	Structural Problem 	1986 	
1648 	pds-50 	Mittelmann 	83,060 	275,814 	590,833 	Linear Programming Problem 	1990 	
1317 	mri1 	Bydder 	65,536 	147,456 	589,824 	Computer Graphics/Vision Problem 	2005 	
1772 	stat96v1 	Meszaros 	5,995 	197,472 	588,798 	Linear Programming Problem 	2005 	
1975 	IG5-16 	JGD_G5 	18,846 	18,485 	588,326 	Combinatorial Problem 	2008 	
1691 	bas1lp 	Meszaros 	5,411 	9,825 	587,775 	Linear Programming Problem 	2004 	
780 	nemeth16 	Nemeth 	9,506 	9,506 	587,012 	Subsequent Theoretical/Quantum Chemistry Problem 	1999 	
1951 	TF17 	JGD_Forest 	38,132 	48,630 	586,218 	Combinatorial Problem 	2008 	
355 	crystm03 	Boeing 	24,696 	24,696 	583,770 	Materials Problem 	1995 	
1416 	ASIC_100ks 	Sandia 	99,190 	99,190 	578,890 	Circuit Simulation Problem 	2006 	
1307 	ncvxqp7 	GHS_indef 	87,500 	87,500 	574,962 	Optimization Problem 	1995 	
1402 	thermal1 	Schmid 	82,654 	82,654 	574,458 	Thermal Problem 	2006 	
2625 	ut2010 	DIMACS10 	115,406 	115,406 	572,066 	Undirected Weighted Graph 	2010 	
1318 	mri2 	Bydder 	63,240 	147,456 	569,160 	Computer Graphics/Vision Problem 	2005 	
1225 	c-68 	GHS_indef 	64,810 	64,810 	565,996 	Optimization Problem 	2004 	
1289 	wathen120 	GHS_psdef 	36,441 	36,441 	565,761 	Random 2D/3D Problem 	2004 	
562 	g7jac160 	Hollinger 	47,430 	47,430 	564,952 	Economic Problem 	2001 	
563 	g7jac160sc 	Hollinger 	47,430 	47,430 	564,952 	Economic Problem 	2001 	
2822 	Goodwin_040 	Goodwin 	17,922 	17,922 	561,677 	Computational Fluid Dynamics 	2018 	
1513 	patents_main 	Pajek 	240,547 	240,547 	560,943 	Directed Weighted Graph 	2001 	
1238 	k1_san 	GHS_indef 	67,759 	67,759 	559,774 	2D/3D Problem 	2004 	
912 	cage11 	vanHeukelum 	39,082 	39,082 	559,722 	Directed Weighted Graph 	2003 	
949 	c-62 	Schenk_IBMNA 	41,731 	41,731 	559,341 	Optimization Problem Sequence 	2003 	
1223 	c-62ghs 	GHS_indef 	41,731 	41,731 	559,339 	Subsequent Optimization Problem 	2004 	
1246 	stokes128 	GHS_indef 	49,666 	49,666 	558,594 	Computational Fluid Dynamics Problem 	2004 	
1372 	rajat23 	Rajat 	110,355 	110,355 	555,441 	Circuit Simulation Problem 	2006 	
2213 	Trefethen_20000 	JGD_Trefethen 	20,000 	20,000 	554,466 	Combinatorial Problem 	2008 	
2212 	Trefethen_20000b 	JGD_Trefethen 	19,999 	19,999 	554,435 	Combinatorial Problem 	2008 	
1445 	rail_79841 	Oberwolfach 	79,841 	79,841 	553,921 	Model Reduction Problem 	2002 	
899 	e40r0100 	Shen 	17,281 	17,281 	553,562 	2D/3D Problem 	2003 	
1221 	c-58 	GHS_indef 	37,595 	37,595 	552,551 	Optimization Problem 	2004 	
921 	sinc15 	Hohn 	11,532 	11,532 	551,184 	Materials Problem 	2003 	
2328 	soc-sign-Slashdot090221 	SNAP 	82,144 	82,144 	549,202 	Directed Weighted Graph 	2009 	
2327 	soc-sign-Slashdot090216 	SNAP 	81,871 	81,871 	545,671 	Directed Weighted Graph 	2009 	
1263 	ford2 	GHS_psdef 	100,196 	100,196 	544,688 	Structural Problem 	2004 	
235 	psmigr_1 	HB 	3,140 	3,140 	543,160 	Economic Problem 	1983 	
237 	psmigr_3 	HB 	3,140 	3,140 	543,160 	Economic Problem 	1983 	
1422 	apache1 	GHS_psdef 	80,800 	80,800 	542,184 	Structural Problem 	2006 	
236 	psmigr_2 	HB 	3,140 	3,140 	540,022 	Economic Problem 	1983 	
779 	nemeth15 	Nemeth 	9,506 	9,506 	539,802 	Subsequent Theoretical/Quantum Chemistry Problem 	1999 	
1889 	Maragal_6 	NYPA 	21,255 	10,152 	537,694 	Least Squares Problem 	2008 	
957 	3D_51448_3D 	Schenk_IBMSDS 	51,448 	51,448 	537,038 	Semiconductor Device Problem 	2003 	
958 	ibm_matrix_2 	Schenk_IBMSDS 	51,448 	51,448 	537,038 	Semiconductor Device Problem 	2003 	
1335 	std1_Jac3_db 	VanVelzen 	21,982 	21,982 	531,826 	Chemical Process Simulation Problem 	2006 	
1589 	c-67b 	Schenk_IBMNA 	57,975 	57,975 	530,583 	Subsequent Optimization Problem 	2006 	
952 	c-67 	Schenk_IBMNA 	57,975 	57,975 	530,229 	Optimization Problem Sequence 	2003 	
1407 	ted_AB 	Bindel 	10,605 	10,605 	522,387 	Thermal Problem 	2006 	
1410 	ted_AB_unscaled 	Bindel 	10,605 	10,605 	522,387 	Thermal Problem 	2006 	
2326 	soc-sign-Slashdot081106 	SNAP 	77,357 	77,357 	516,575 	Directed Weighted Graph 	2008 	
542 	hcircuit 	Hamm 	105,676 	105,676 	513,072 	Circuit Simulation Problem 	2001 	
1311 	gridgena 	GHS_psdef 	48,962 	48,962 	512,084 	Optimization Problem 	1991 	
1210 	t3dl_a 	Oberwolfach 	20,360 	20,360 	509,866 	Duplicate Model Reduction Problem 	2004 	
1451 	t3dl 	Oberwolfach 	20,360 	20,360 	509,866 	Model Reduction Problem 	2004 	
2284 	soc-Epinions1 	SNAP 	75,888 	75,888 	508,837 	Directed Graph 	2003 	
1305 	ncvxqp3 	GHS_indef 	75,000 	75,000 	499,964 	Optimization Problem 	1995 	
1333 	std1_Jac2_db 	VanVelzen 	21,982 	21,982 	498,771 	Chemical Process Simulation Problem 	2006 	
1381 	fxm4_6 	Andrianov 	18,892 	18,892 	497,844 	Optimization Problem 	2006 	
778 	nemeth14 	Nemeth 	9,506 	9,506 	496,144 	Subsequent Theoretical/Quantum Chemistry Problem 	1999 	
894 	lung2 	Norris 	109,460 	109,460 	492,564 	Computational Fluid Dynamics Problem 	2003 	
1775 	stat96v4 	Meszaros 	3,173 	63,076 	491,336 	Linear Programming Problem 	2005 	
561 	g7jac140sc 	Hollinger 	41,490 	41,490 	488,633 	Economic Problem 	2001 	
560 	g7jac140 	Hollinger 	41,490 	41,490 	488,633 	Economic Problem 	2001 	
955 	2D_54019_highK 	Schenk_IBMSDS 	54,019 	54,019 	486,129 	Semiconductor Device Problem 	2003 	
2637 	vsp_c-60_data_cti_cs4 	DIMACS10 	85,830 	85,830 	482,160 	Random Unweighted Graph 	2011 	
1222 	c-59 	GHS_indef 	41,282 	41,282 	480,536 	Optimization Problem 	2004 	
1344 	rajat17 	Rajat 	94,294 	94,294 	479,246 	Circuit Simulation Problem 	2006 	
1345 	rajat18 	Rajat 	94,294 	94,294 	479,151 	Circuit Simulation Problem 	2006 	
1343 	rajat16 	Rajat 	94,294 	94,294 	476,766 	Circuit Simulation Problem 	2006 	
777 	nemeth13 	Nemeth 	9,506 	9,506 	474,472 	Subsequent Theoretical/Quantum Chemistry Problem 	1999 	
1288 	wathen100 	GHS_psdef 	30,401 	30,401 	471,601 	Random 2D/3D Problem 	2004 	
2042 	ch8-8-b3 	JGD_Homology 	117,600 	18,816 	470,400 	Combinatorial Problem 	2008 	
1647 	pds-40 	Mittelmann 	66,844 	217,531 	466,800 	Linear Programming Problem 	1990 	
1669 	fome21 	Mittelmann 	67,748 	216,350 	465,294 	Linear Programming Problem 	2005 	
290 	epb3 	Averous 	84,617 	84,617 	463,625 	Thermal Problem 	1998 	
326 	qc2534 	Bai 	2,534 	2,534 	463,360 	Electromagnetics Problem 	1991 	
291 	af23560 	Bai 	23,560 	23,560 	460,598 	Computational Fluid Dynamics Problem 	1991 	
885 	tandem_dual 	Pothen 	94,069 	94,069 	460,493 	Structural Problem 	2003 	
435 	ex40 	FIDAP 	7,740 	7,740 	456,188 	Computational Fluid Dynamics Problem 	1994 	
776 	nemeth12 	Nemeth 	9,506 	9,506 	446,818 	Subsequent Theoretical/Quantum Chemistry Problem 	1999 	
951 	c-66 	Schenk_IBMNA 	49,989 	49,989 	444,853 	Optimization Problem Sequence 	2003 	
1588 	c-66b 	Schenk_IBMNA 	49,989 	49,989 	444,851 	Subsequent Optimization Problem 	2006 	
1316 	rajat15 	Rajat 	37,261 	37,261 	443,573 	Circuit Simulation Problem 	2006 	
2811 	TEM27623 	Guettel 	27,623 	27,623 	439,469 	Electromagnetics Problem 	2015 	
1300 	cont-201 	GHS_indef 	80,595 	80,595 	438,795 	Optimization Problem 	2004 	
1224 	c-63 	GHS_indef 	44,234 	44,234 	434,704 	Optimization Problem 	2004 	
1809 	stormg2-125 	Meszaros 	66,185 	172,431 	433,256 	Linear Programming Problem 	2004 	
1777 	t0331-4l 	Meszaros 	664 	46,915 	430,982 	Linear Programming Problem 	2004 	
2335 	GT01R 	Fluorem 	7,980 	7,980 	430,909 	Computational Fluid Dynamics Problem 	2010 	
1851 	FEM_3D_thermal1 	Botonakis 	17,880 	17,880 	430,740 	Thermal Problem 	2007 	
39 	bcsstk17 	HB 	10,974 	10,974 	428,650 	Structural Problem 	1985 	
1237 	helm3d01 	GHS_indef 	32,226 	32,226 	428,444 	2D/3D Problem 	2004 	
2787 	loc-Brightkite 	SNAP 	58,228 	58,228 	428,156 	Undirected Graph 	2011 	
2631 	wy2010 	DIMACS10 	86,204 	86,204 	427,586 	Undirected Weighted Graph 	2010 	
2536 	OPF_10000 	IPSO 	43,887 	43,887 	426,898 	Power Network Problem 	2011 	
1306 	ncvxqp5 	GHS_indef 	62,500 	62,500 	424,966 	Optimization Problem 	1995 	
1405 	ted_A 	Bindel 	10,605 	10,605 	424,587 	Thermal Problem 	2006 	
1408 	ted_A_unscaled 	Bindel 	10,605 	10,605 	424,587 	Thermal Problem 	2006 	
2037 	ch7-9-b3 	JGD_Homology 	105,840 	17,640 	423,360 	Combinatorial Problem 	2008 	
2292 	cit-HepPh 	SNAP 	34,546 	34,546 	421,578 	Directed Graph 	2003 	
2289 	email-EuAll 	SNAP 	265,214 	265,214 	420,045 	Directed Graph 	2005 	
879 	onera_dual 	Pothen 	85,567 	85,567 	419,201 	Structural Problem 	2003 	
2614 	nv2010 	DIMACS10 	84,538 	84,538 	416,998 	Undirected Weighted Graph 	2010 	
559 	g7jac120sc 	Hollinger 	35,550 	35,550 	412,306 	Economic Problem 	2001 	
558 	g7jac120 	Hollinger 	35,550 	35,550 	412,306 	Economic Problem 	2001 	
2567 	cz40948 	CPM 	40,948 	40,948 	412,148 	2D/3D Problem 	2012 	
2622 	sd2010 	DIMACS10 	88,360 	88,360 	410,722 	Undirected Weighted Graph 	2010 	
1654 	rail507 	Mittelmann 	507 	63,516 	409,856 	Linear Programming Problem 	2005 	
775 	nemeth11 	Nemeth 	9,506 	9,506 	408,264 	Subsequent Theoretical/Quantum Chemistry Problem 	1999 	
2768 	mycielskian12 	Mycielski 	3,071 	3,071 	407,200 	Undirected Graph 	2018 	
1873 	light_in_tissue 	Dehghani 	29,282 	29,282 	406,084 	Electromagnetics Problem 	2007 	
1220 	c-55 	GHS_indef 	32,780 	32,780 	403,450 	Optimization Problem 	2004 	
1575 	c-57 	Schenk_IBMNA 	37,833 	37,833 	403,373 	Optimization Problem 	2006 	
1656 	rail582 	Mittelmann 	582 	56,097 	402,290 	Linear Programming Problem 	2005 	
774 	nemeth10 	Nemeth 	9,506 	9,506 	401,448 	Subsequent Theoretical/Quantum Chemistry Problem 	1999 	
1389 	net25 	Andrianov 	9,520 	9,520 	401,200 	Optimization Problem 	2006 	
2295 	ca-AstroPh 	SNAP 	18,772 	18,772 	396,160 	Undirected Graph 	2003 	
773 	nemeth09 	Nemeth 	9,506 	9,506 	395,506 	Subsequent Theoretical/Quantum Chemistry Problem 	1999 	
772 	nemeth08 	Nemeth 	9,506 	9,506 	394,816 	Subsequent Theoretical/Quantum Chemistry Problem 	1999 	
771 	nemeth07 	Nemeth 	9,506 	9,506 	394,812 	Subsequent Theoretical/Quantum Chemistry Problem 	1999 	
767 	nemeth03 	Nemeth 	9,506 	9,506 	394,808 	Subsequent Theoretical/Quantum Chemistry Problem 	1999 	
766 	nemeth02 	Nemeth 	9,506 	9,506 	394,808 	Subsequent Theoretical/Quantum Chemistry Problem 	1999 	
768 	nemeth04 	Nemeth 	9,506 	9,506 	394,808 	Subsequent Theoretical/Quantum Chemistry Problem 	1999 	
769 	nemeth05 	Nemeth 	9,506 	9,506 	394,808 	Subsequent Theoretical/Quantum Chemistry Problem 	1999 	
770 	nemeth06 	Nemeth 	9,506 	9,506 	394,808 	Subsequent Theoretical/Quantum Chemistry Problem 	1999 	
2471 	delaunay_n16 	DIMACS10 	65,536 	65,536 	393,150 	Undirected Graph 	2011 	
1806 	fxm3_16 	Meszaros 	41,340 	85,575 	392,252 	Linear Programming Problem 	2004 	
1573 	c-54 	Schenk_IBMNA 	31,793 	31,793 	385,987 	Optimization Problem 	2006 	
747 	lhr17c 	Mallya 	17,576 	17,576 	381,975 	Chemical Process Simulation Problem 	1997 	
1869 	viscoplastic2 	Quaglino 	32,769 	32,769 	381,326 	Materials Problem 	2007 	
983 	ecl32 	Sanghavi 	51,993 	51,993 	380,415 	Semiconductor Device Problem 	2003 	
1574 	c-56 	Schenk_IBMNA 	35,910 	35,910 	380,240 	Optimization Problem 	2006 	
2641 	vsp_model1_crew1_cr42_south31 	DIMACS10 	45,101 	45,101 	379,952 	Random Unweighted Graph 	2011 	
2645 	vsp_south31_slptsk 	DIMACS10 	39,668 	39,668 	379,828 	Random Unweighted Graph 	2011 	
746 	lhr17 	Mallya 	17,576 	17,576 	379,761 	Chemical Process Simulation Problem 	1994 	
842 	k3plates 	Cunningham 	11,107 	11,107 	378,927 	Acoustics Problem 	2002 	
592 	mark3jac140 	Hollinger 	64,089 	64,089 	376,395 	Economic Problem 	2001 	
593 	mark3jac140sc 	Hollinger 	64,089 	64,089 	376,395 	Economic Problem 	2001 	
541 	bcircuit 	Hamm 	68,902 	68,902 	375,558 	Circuit Simulation Problem 	2001 	
2162 	flower_8_4 	JGD_Margulies 	55,081 	125,361 	375,266 	Combinatorial Problem 	2008 	
445 	garon2 	Garon 	13,535 	13,535 	373,235 	Computational Fluid Dynamics Problem 	1996 	
2290 	email-Enron 	SNAP 	36,692 	36,692 	367,662 	Directed Graph 	2003 	
1877 	RFdevice 	Rost 	74,104 	74,104 	365,580 	Semiconductor Device Problem 	2007 	
1578 	c-65 	Schenk_IBMNA 	48,066 	48,066 	360,428 	Optimization Problem 	2006 	
1929 	bibd_16_8 	JGD_BIBD 	120 	12,870 	360,360 	Combinatorial Problem 	2008 	
640 	lp_ken_18 	LPnetlib 	105,127 	154,699 	358,171 	Linear Programming Problem 	1991 	
1986 	GL7d13 	JGD_GL7d 	47,271 	8,899 	356,232 	Combinatorial Problem 	2008 	
343 	bcsstk38 	Boeing 	8,032 	8,032 	355,460 	Structural Problem 	1995 	
1572 	c-53 	Schenk_IBMNA 	30,235 	30,235 	355,139 	Optimization Problem 	2006 	
1291 	a0nsdsil 	GHS_indef 	80,016 	80,016 	355,034 	Optimization Problem 	2004 	
2293 	cit-HepTh 	SNAP 	27,770 	27,770 	352,807 	Directed Graph 	2003 	
1503 	HEP-th-new 	Pajek 	27,770 	27,770 	352,807 	Directed Graph 	2003 	
927 	poisson3Da 	FEMLAB 	13,514 	13,514 	352,762 	Computational Fluid Dynamics Problem 	2003 	
2395 	cond-mat-2005 	Newman 	40,421 	40,421 	351,382 	Undirected Weighted Graph 	2005 	
1304 	ncvxbqp1 	GHS_indef 	50,000 	50,000 	349,968 	Optimization Problem 	1995 	
1310 	cvxbqp1 	GHS_psdef 	50,000 	50,000 	349,968 	Optimization Problem 	1995 	
1292 	a2nnsnsl 	GHS_indef 	80,016 	80,016 	347,222 	Optimization Problem 	2004 	
1502 	HEP-th 	Pajek 	27,240 	27,240 	342,437 	Directed Graph 	2003 	
1646 	pds-30 	Mittelmann 	49,944 	158,489 	340,635 	Linear Programming Problem 	1990 	
1203 	gyro_m 	Oberwolfach 	17,361 	17,361 	340,431 	Duplicate Model Reduction Problem 	2004 	
1330 	Kuu 	MathWorks 	7,102 	7,102 	340,200 	Structural Problem 	2006 	
2588 	ct2010 	DIMACS10 	67,578 	67,578 	336,352 	Undirected Weighted Graph 	2010 	
556 	g7jac100 	Hollinger 	29,610 	29,610 	335,972 	Economic Problem 	2001 	
557 	g7jac100sc 	Hollinger 	29,610 	29,610 	335,972 	Economic Problem 	2001 	
283 	onetone1 	ATandT 	36,057 	36,057 	335,552 	Frequency Domain Circuit Simulation Problem 	2001 	
2602 	me2010 	DIMACS10 	69,518 	69,518 	335,476 	Undirected Weighted Graph 	2010 	
448 	graham1 	Graham 	9,035 	9,035 	335,472 	Computational Fluid Dynamics Problem 	1998 	
1413 	ckt11752_dc_1 	IBM_EDA 	49,702 	49,702 	333,029 	Circuit Simulation Problem 	2006 	
2121 	n4c6-b12 	JGD_Homology 	25,605 	69,235 	332,865 	Combinatorial Problem 	2008 	
1414 	ckt11752_tr_0 	IBM_EDA 	49,702 	49,702 	332,807 	Circuit Simulation Problem 	2006 	
2333 	usroads 	Gleich 	129,164 	129,164 	330,870 	Undirected Graph 	2010 	
2555 	Chevron1 	Chevron 	37,365 	37,365 	330,633 	2D/3D Problem 	2012 	
809 	shyy161 	Shyy 	76,480 	76,480 	329,762 	Computational Fluid Dynamics Problem 	1994 	
1964 	Franz11 	JGD_Franz 	47,104 	30,144 	329,728 	Combinatorial Problem 	2008 	
1436 	inlet 	Oberwolfach 	11,730 	11,730 	328,323 	Model Reduction Problem 	2006 	
1384 	lpl1 	Andrianov 	32,460 	32,460 	328,036 	Optimization Problem 	2006 	
2261 	shallow_water1 	MaxPlanck 	81,920 	81,920 	327,680 	Computational Fluid Dynamics Problem 	2009 	
2262 	shallow_water2 	MaxPlanck 	81,920 	81,920 	327,680 	Computational Fluid Dynamics Problem 	2009 	
2524 	fe_body 	DIMACS10 	45,087 	45,087 	327,468 	Undirected Graph 	2000 	
1273 	pwt 	GHS_psdef 	36,519 	36,519 	326,107 	Duplicate Structural Problem 	1995 	
762 	pwt 	Nasa 	36,519 	36,519 	326,107 	Duplicate Structural Problem 	1995 	
880 	pwt 	Pothen 	36,519 	36,519 	326,107 	Structural Problem 	2003 	
1461 	EAT_RS 	Pajek 	23,219 	23,219 	325,592 	Directed Weighted Graph 	1971 	
1462 	EAT_SR 	Pajek 	23,219 	23,219 	325,589 	Directed Weighted Graph 	1971 	
446 	goodwin 	Goodwin 	7,320 	7,320 	324,772 	Computational Fluid Dynamics Problem 	1995 	
2332 	usroads-48 	Gleich 	126,146 	126,146 	323,900 	Undirected Graph 	2010 	
1974 	IG5-15 	JGD_G5 	11,369 	11,987 	323,509 	Combinatorial Problem 	2008 	
354 	crystm02 	Boeing 	13,965 	13,965 	322,905 	Materials Problem 	1995 	
590 	mark3jac120 	Hollinger 	54,929 	54,929 	322,483 	Economic Problem 	2001 	
